"PC1","PC2","PC3","PC4","PC5","classe","user_name"
3.96162352702867,0.289618610182453,-2.79035252933135,0.486821918671989,-2.51174650968589,"A","carlitos"
4.00115523867534,0.202571189801273,-2.82163837871496,0.625852327672227,-2.66907763510735,"A","carlitos"
4.00285954087195,0.338729504146965,-2.7840732884972,0.485313379343212,-2.50846563363025,"A","carlitos"
3.98535269119923,0.24165850940884,-2.79461755711114,0.554404365345026,-2.59858237530828,"A","carlitos"
3.98772744901991,0.292223285754451,-2.76042068531772,0.55031724661905,-2.63996735896222,"A","carlitos"
4.01741849278992,0.382571259293493,-2.79348751750016,0.498609369779428,-2.51532523839833,"A","carlitos"
3.94671706386389,0.263986839224825,-2.77489312597638,0.50957704677491,-2.55023825660993,"A","carlitos"
3.97701021519567,0.337922978113766,-2.79705072525611,0.532518344704682,-2.56161807368415,"A","carlitos"
4.05149066547649,0.363621958965754,-2.75976304428256,0.46924582588799,-2.47441635463443,"A","carlitos"
4.06666680065243,0.343963480229838,-2.80290425455882,0.609985705507321,-2.62957074176272,"A","carlitos"
3.97680241676745,0.241614671939836,-2.70943856200745,0.432693662925768,-2.53585840534365,"A","carlitos"
4.00670373156896,0.288102006334139,-2.77708595279285,0.480696227962871,-2.51598458002561,"A","carlitos"
4.02591823502367,0.301747620808964,-2.79625535175299,0.597866421051636,-2.60524829405658,"A","carlitos"
3.90953725475954,0.137210980256335,-2.80792324244275,0.559215719410971,-2.62791247346075,"A","carlitos"
4.01322624722931,0.293609165763096,-2.75241590616729,0.449342752517824,-2.48913073440697,"A","carlitos"
3.95018894609335,0.338546891133527,-2.76075030371413,0.444795553764415,-2.47462583370652,"A","carlitos"
3.9372540580939,0.198882985896979,-2.76364119343934,0.476488835188894,-2.50830419955252,"A","carlitos"
3.95867098921447,0.409412062379589,-2.73890412077481,0.442561019267947,-2.4602686291171,"A","carlitos"
3.96041709459607,0.323413708459786,-2.81156490998048,0.546251907767728,-2.54933079915508,"A","carlitos"
4.00521987214173,0.360925419774437,-2.78098663406642,0.530972078732163,-2.53699110791425,"A","carlitos"
4.01255094590622,0.145226148027722,-2.81857698261375,0.67283349579227,-2.74075739655746,"A","carlitos"
4.01288415669868,0.402602617306764,-2.74663855685648,0.51171149520756,-2.55969853751374,"A","carlitos"
4.00647989805714,0.301997728122365,-2.78688803411239,0.580739623361764,-2.5945395662567,"A","carlitos"
3.98712367573639,0.315481462231899,-2.79562168755302,0.465368884752633,-2.53143566707009,"A","carlitos"
3.98022250361269,0.231569830280115,-2.77536266370367,0.548848640215129,-2.62899717544479,"A","carlitos"
3.93821348056686,0.115936029753445,-2.79794849722914,0.582126701348804,-2.70577009904133,"A","carlitos"
3.97559330477664,0.376625721647447,-2.70673069186716,0.405938311188715,-2.43982656045961,"A","carlitos"
3.95646093957012,0.289359946021771,-2.78899618067036,0.475717805093878,-2.55756597381447,"A","carlitos"
4.03358819943219,0.292332293442115,-2.75993421556845,0.53140841214054,-2.53874354729357,"A","carlitos"
3.97542823237466,0.409791867466573,-2.7550486940545,0.398789937043884,-2.46750029326129,"A","carlitos"
3.99461504056519,0.433815916176574,-2.73007422501966,0.494371633539458,-2.5332988271312,"A","carlitos"
3.96284049060667,0.290155123861491,-2.789970222906,0.523996393058225,-2.56348022841717,"A","carlitos"
3.98990772785509,0.387122444828609,-2.77704369131634,0.492645203064994,-2.43731245660322,"A","carlitos"
3.96225792715898,0.288031030608961,-2.76176267525812,0.560851761514526,-2.65018078690249,"A","carlitos"
3.99621407927204,0.351582270106857,-2.78757956770147,0.535030890733711,-2.51159880388261,"A","carlitos"
3.99734673019598,0.260502878361443,-2.77614408582798,0.506448270632503,-2.50214684016068,"A","carlitos"
4.04076363989535,0.408613297541275,-2.76427680203011,0.5064191370419,-2.52500054050489,"A","carlitos"
3.97699599311971,0.284009867832732,-2.77706981338629,0.553576784999945,-2.5484040895039,"A","carlitos"
3.98709282070327,0.318793208974536,-2.74745252932626,0.477613831182413,-2.50624916840602,"A","carlitos"
3.95787156280903,0.383728619535856,-2.76585011515113,0.419854292875027,-2.5027362439332,"A","carlitos"
3.99117052267794,0.437475627638078,-2.76172643160182,0.496118816203447,-2.49009388697805,"A","carlitos"
4.05929604084233,0.348819732381376,-2.76340117966839,0.5686514676263,-2.49427285564893,"A","carlitos"
3.98002192731331,0.423859297586471,-2.73460633120573,0.46197140832529,-2.47430763320225,"A","carlitos"
3.92439655134416,0.305893724385857,-2.78119982198573,0.484372829120384,-2.53077841295041,"A","carlitos"
3.98405476079235,0.22532510839871,-2.75018577385992,0.566174137478986,-2.66892313958016,"A","carlitos"
3.99829972156475,0.461535389547172,-2.76122672901672,0.491967133230107,-2.50338788969907,"A","carlitos"
3.96641553653974,0.366688809570946,-2.72339402936771,0.475922629368778,-2.4945170199992,"A","carlitos"
3.97217006566309,0.441686219689765,-2.6922014045375,0.370081032296314,-2.39644224262966,"A","carlitos"
3.98853199264736,0.332553341260858,-2.70362089641633,0.423148219706688,-2.44866317022301,"A","carlitos"
3.97252179705057,0.375713693532014,-2.71399122126189,0.417207027772329,-2.44218092135384,"A","carlitos"
3.97030276501189,0.214907814066354,-2.77619949848557,0.60791023276737,-2.60499835865176,"A","carlitos"
4.01609942686234,0.379826386688299,-2.74837090567569,0.469369518854732,-2.44849320468388,"A","carlitos"
4.03780239075027,0.340811447855241,-2.7810620740437,0.573308465899674,-2.5067246506025,"A","carlitos"
3.95407990048979,0.165723811182853,-2.79152824695134,0.501124244122642,-2.61671950153141,"A","carlitos"
4.04201922505547,0.406365625304163,-2.75520207912155,0.552832982553763,-2.5628322869547,"A","carlitos"
3.97831337549132,0.336475673256183,-2.72435605343254,0.451717184218473,-2.52397353770858,"A","carlitos"
4.10244824323567,0.403419584275981,-2.64790417405786,0.432006667504506,-2.43748806944491,"A","carlitos"
3.98502247510084,0.271232624019031,-2.73777358920881,0.514897814299624,-2.55273736946135,"A","carlitos"
3.99103365299471,0.42387914451691,-2.73350110418961,0.43012226480522,-2.46484881761083,"A","carlitos"
3.95540282061207,0.362502084920199,-2.79354650119894,0.550004606183311,-2.57433909251081,"A","carlitos"
3.96205429676345,0.270571040320838,-2.74864648827418,0.474428725653186,-2.53623285425434,"A","carlitos"
4.00818466080782,0.247921857545018,-2.79107268436975,0.591367772391477,-2.61735214892974,"A","carlitos"
3.97397929202193,0.238162569803159,-2.76253411956248,0.542587878767954,-2.55680735838388,"A","carlitos"
4.01430279783421,0.29847461510138,-2.78519509067352,0.663310952050948,-2.61549770097756,"A","carlitos"
4.00816317583444,0.349278357809291,-2.76325580871905,0.545453799145505,-2.50738140759164,"A","carlitos"
3.94701684563269,0.328374636850794,-2.76140150467382,0.537195152373545,-2.52762518519528,"A","carlitos"
4.0069673173222,0.33594747993717,-2.68474654027669,0.452733335492875,-2.43136995079634,"A","carlitos"
4.03649894297159,0.350790291825178,-2.77356852708179,0.548415051066466,-2.54389085344102,"A","carlitos"
3.94771189450378,0.227564574311187,-2.74060503056403,0.521752579686634,-2.54229365143989,"A","carlitos"
4.03626989732076,0.410053804516383,-2.71459942266601,0.434877295691911,-2.43290131430709,"A","carlitos"
3.96844431612631,0.181472515430025,-2.73671187264477,0.505869244640015,-2.60737069741358,"A","carlitos"
4.0259350287375,0.269353248090228,-2.76678115945139,0.607227356538352,-2.60628297923808,"A","carlitos"
4.0760975105583,0.393333195267546,-2.71341459693941,0.463725673463298,-2.45455383678274,"A","carlitos"
4.08749022943098,0.362525685184764,-2.72970245341341,0.540342893841259,-2.54167486139945,"A","carlitos"
4.03341378731114,0.435364128703926,-2.74421147952917,0.532731811010111,-2.50181453798535,"A","carlitos"
4.01520588727484,0.215750213218671,-2.73389813841038,0.546257316751708,-2.56305955353334,"A","carlitos"
4.04484980257139,0.470606590901635,-2.71883429282566,0.398462870320937,-2.37780645644287,"A","carlitos"
4.04525167000064,0.348635097072264,-2.76769322476698,0.561183807833783,-2.53108684567554,"A","carlitos"
4.02452642546561,0.288912509597312,-2.75167702502567,0.606196110936999,-2.59124604926329,"A","carlitos"
4.03620496883521,0.303460743678149,-2.73686478753589,0.551776508903041,-2.58355756964963,"A","carlitos"
4.04288846836306,0.402997195153562,-2.72200069314814,0.532768065620198,-2.51207781002452,"A","carlitos"
3.99080127379238,0.282572855489202,-2.69194846346381,0.432817693870169,-2.49024375364934,"A","carlitos"
4.01100718071969,0.425209843637851,-2.73364578866422,0.482079149067489,-2.46554584282273,"A","carlitos"
3.90051402758504,0.136991798741296,-2.75964971492495,0.573943111457042,-2.67195676901065,"A","carlitos"
4.05965160923754,0.42592994614334,-2.72220577675479,0.486753268538893,-2.4774015986087,"A","carlitos"
4.0830578465917,0.348473146379075,-2.73659077128723,0.569334048805669,-2.56706847989484,"A","carlitos"
4.08253238523551,0.392929666354738,-2.7328172607545,0.566347196541928,-2.54721905960503,"A","carlitos"
3.99216503903683,0.314837728078471,-2.76248889816896,0.514924186862888,-2.51262409132995,"A","carlitos"
3.94030517920307,0.297559726359799,-2.76741317276712,0.481355943077196,-2.55078788292772,"A","carlitos"
3.99513410836658,0.405134417777619,-2.72948705353672,0.467047335734199,-2.44234761134373,"A","carlitos"
4.08493016700163,0.299979249162111,-2.76369740569466,0.672364779507753,-2.63655631391502,"A","carlitos"
3.90397702650482,0.0800127909568929,-2.76602170983615,0.614499383395977,-2.69452137679423,"A","carlitos"
3.96003410219606,0.317981189939354,-2.70887492288001,0.480162504426788,-2.49613270504252,"A","carlitos"
4.04831118991554,0.332349808775232,-2.76137097709066,0.620672579848768,-2.61823130707656,"A","carlitos"
3.92544699395086,0.227428201576197,-2.72395247654082,0.51874888242882,-2.55560973477317,"A","carlitos"
4.01592635425525,0.308737074311097,-2.77304526410595,0.631764732215296,-2.62796465304616,"A","carlitos"
4.06845467360727,0.373542686126145,-2.73571431602875,0.553653578373932,-2.47673145464783,"A","carlitos"
4.02411767848604,0.344738741233167,-2.76802023389101,0.610310763344749,-2.57790055643767,"A","carlitos"
4.02721734018271,0.363895891290904,-2.75333135209286,0.502266352436965,-2.52488334724134,"A","carlitos"
3.98521930932262,0.279145662908313,-2.74313130359246,0.543831639650875,-2.5897412436742,"A","carlitos"
4.00199894738529,0.272569854329832,-2.76193406801225,0.561479187358397,-2.60911953294945,"A","carlitos"
4.06325539742116,0.380700258018411,-2.71938739342711,0.543472522597865,-2.51847797106843,"A","carlitos"
4.06370242493254,0.425782647902444,-2.7110343760036,0.545973274050414,-2.51213499386761,"A","carlitos"
4.05139293651228,0.203896353525721,-2.74551218900996,0.696986636522148,-2.70324105748994,"A","carlitos"
3.94250940181023,0.230512636974838,-2.75788727464668,0.548396956183085,-2.59047885182803,"A","carlitos"
3.98567180784267,0.331878469013519,-2.70393051292916,0.464459825981391,-2.51261468089657,"A","carlitos"
4.06839754980711,0.401668584818192,-2.73877496332763,0.603366484721232,-2.60770803718468,"A","carlitos"
4.08215527372778,0.345933820814534,-2.71752794835393,0.548943307473686,-2.53784735290287,"A","carlitos"
4.04736975556185,0.381951309759266,-2.72926827229084,0.567429822240368,-2.55011841339128,"A","carlitos"
4.0313087979949,0.383049220942432,-2.72202533849433,0.471384361279486,-2.49729681240266,"A","carlitos"
4.10126813123618,0.280225770702222,-2.72958615206597,0.595201319896179,-2.57150434306286,"A","carlitos"
4.08600422474317,0.31264369884656,-2.73132582865833,0.572260439891372,-2.54820221841211,"A","carlitos"
4.10010901570674,0.321372491256619,-2.69876986355694,0.534540274145651,-2.521469635645,"A","carlitos"
4.02984670099287,0.400790069113563,-2.7590349723658,0.566030285900402,-2.54332406753264,"A","carlitos"
3.98668959256411,0.183089215491163,-2.77079162878121,0.597269431020791,-2.58425752068125,"A","carlitos"
4.12745045842855,0.345991265300339,-2.7314503399791,0.586712502417645,-2.52335403905079,"A","carlitos"
4.03990816788168,0.372920416661406,-2.70925536377955,0.579843308991946,-2.55925614766729,"A","carlitos"
3.98956103346165,0.393323353514333,-2.72661887462435,0.545346240912327,-2.55718814496083,"A","carlitos"
3.92074235205186,0.21861610656712,-2.76883968978238,0.565223670772892,-2.63847847588021,"A","carlitos"
4.01435145726661,0.312337458938742,-2.70678126580671,0.480754419994766,-2.45802793650383,"A","carlitos"
4.06670031708607,0.276187062267397,-2.8242684999546,0.741452382150637,-2.73893899308096,"A","carlitos"
3.98887786855759,0.211723340388874,-2.74625651184764,0.629916367268436,-2.68887810585994,"A","carlitos"
4.03735245223404,0.206112371414161,-2.74936388210469,0.687362041545841,-2.70743965966309,"A","carlitos"
4.02366279011259,0.403629762805003,-2.73010468441581,0.539221135977903,-2.5273301593712,"A","carlitos"
4.01672336824746,0.450289134143817,-2.72897685675765,0.607680607539718,-2.61762684561337,"A","carlitos"
3.98602494029621,0.193767999560043,-2.74126163376079,0.63732303287358,-2.66372911775531,"A","carlitos"
3.99862094551951,0.334689693576505,-2.73101650636532,0.586089841965416,-2.60465711415235,"A","carlitos"
4.09738259510994,0.431291318769896,-2.70573137584845,0.555208704475457,-2.55583686183637,"A","carlitos"
4.07426546516517,0.303417412335187,-2.64803183192639,0.560494135349907,-2.62747276451601,"A","carlitos"
4.03336278352726,0.339688232546831,-2.67437950669626,0.524633298035084,-2.62112846473693,"A","carlitos"
4.02607375373352,0.424971419513832,-2.6718421858604,0.569779489491374,-2.68696678844427,"A","carlitos"
4.03647536158841,0.309304154045223,-2.6967054243265,0.559580528604182,-2.6173621945612,"A","carlitos"
4.04903258699349,0.446165145018928,-2.68218991711511,0.500441806999889,-2.52127641588093,"A","carlitos"
4.00889053281716,0.403497457418849,-2.73150168625829,0.530113679615171,-2.52696486928527,"A","carlitos"
3.96527302780765,0.469875839261401,-2.67373813899303,0.470585496116318,-2.46947150006592,"A","carlitos"
4.03430640264765,0.486454071552695,-2.79488570410105,0.671227649613455,-2.59539843539259,"A","carlitos"
3.99007636645626,0.511857676620207,-2.76003135048553,0.52406641016775,-2.4971541198912,"A","carlitos"
3.94379324642293,0.33648757405926,-2.76135691109021,0.589931383685076,-2.59917307901055,"A","carlitos"
3.9496880414361,0.467438856885069,-2.71928898112613,0.502836217871012,-2.5047672393431,"A","carlitos"
3.93436599697541,0.372914794347292,-2.74314541776984,0.522067765187043,-2.51518881472045,"A","carlitos"
3.98250017216399,0.348806565701408,-2.7668287726472,0.669585554868675,-2.61220243673488,"A","carlitos"
3.96736199430688,0.319214301894289,-2.75018498375442,0.632878575996062,-2.60173245052825,"A","carlitos"
3.99758516342727,0.434259724301066,-2.77699444648871,0.668800935494468,-2.61753327802702,"A","carlitos"
4.02699508198685,0.365715951187576,-2.74311447486277,0.585209726963219,-2.54844716310621,"A","carlitos"
3.9964284190766,0.36826066479446,-2.70404126787101,0.543637788621522,-2.54755645329447,"A","carlitos"
4.00246630647767,0.395707342814132,-2.73571961506658,0.560684011724241,-2.53584639839808,"A","carlitos"
3.99323251512404,0.386311825333117,-2.73060069011166,0.534879396290904,-2.55755983430705,"A","carlitos"
4.1447573890409,0.409014228141263,-2.80496095998905,0.781880841521812,-2.66756497285795,"A","carlitos"
4.02729260151594,0.429366524415643,-2.71150628296709,0.536470160698712,-2.51785165866233,"A","carlitos"
4.05845799901687,0.44463347044416,-2.75193908243025,0.650584948434763,-2.58064163628699,"A","carlitos"
4.08873045459279,0.397349510026498,-2.72935481104489,0.581879928062374,-2.50124741424114,"A","carlitos"
